id,level,difficulty,category,question,option_a,option_b,option_c,option_d,correct_answer,answer_text,reference,source_type,xp,topic
emek_q813,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Ecclesiastes?",21,59,13,3,A,21,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q814,9,Master,Bible Studies,Which broad literary section is Lamentations commonly placed in?,13,Major Prophets,3,59,B,Major Prophets,Introduction to Lamentations; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q815,9,Master,Bible Studies,Which broad literary section is 2 Timothy commonly placed in?,59,13,3,Pastoral Epistle,D,Pastoral Epistle,Introduction to 2 Timothy; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q816,9,Master,Bible Studies,Which broad literary section is Zephaniah commonly placed in?,Minor Prophets,59,13,3,A,Minor Prophets,Introduction to Zephaniah; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q817,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Philippians?",50,13,3,59,A,50,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q818,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Ruth?",59,8,3,13,B,8,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q819,9,Master,Bible Studies,Is Genesis part of the Old Testament or New Testament?,3,13,59,Old Testament,D,Old Testament,Genesis; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q820,9,Master,Bible Studies,Which broad literary section is Jeremiah commonly placed in?,13,59,3,Major Prophets,D,Major Prophets,Introduction to Jeremiah; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q821,9,Master,Bible Studies,How many chapters are in the book of Job?,42,3,13,59,A,42,Job (chapter count),Bible reference metadata,50,Bible books
emek_q822,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Revelation?",66,59,3,13,A,66,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q823,9,Master,Bible Studies,Is Daniel part of the Old Testament or New Testament?,13,59,Old Testament,3,C,Old Testament,Daniel; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q824,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Deuteronomy?",5,3,13,59,A,5,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q825,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Proverbs?",3,59,13,20,D,20,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q826,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 2 Peter?",61,3,13,59,A,61,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q827,9,Master,Bible Studies,How many chapters are in the book of Joshua?,59,3,24,13,C,24,Joshua (chapter count),Bible reference metadata,50,Bible books
emek_q828,9,Master,Bible Studies,How many chapters are in the book of Ecclesiastes?,59,12,3,13,B,12,Ecclesiastes (chapter count),Bible reference metadata,50,Bible books
emek_q829,9,Master,Bible Studies,Which broad literary section is Hosea commonly placed in?,Minor Prophets,3,59,13,A,Minor Prophets,Introduction to Hosea; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q830,9,Master,Bible Studies,Is Joshua part of the Old Testament or New Testament?,3,59,Old Testament,13,C,Old Testament,Joshua; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q831,9,Master,Bible Studies,How many chapters are in the book of Romans?,16,59,3,13,A,16,Romans (chapter count),Bible reference metadata,50,Bible books
emek_q832,9,Master,Bible Studies,Which broad literary section is Zechariah commonly placed in?,59,3,13,Minor Prophets,D,Minor Prophets,Introduction to Zechariah; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q833,9,Master,Bible Studies,How many chapters are in the book of Lamentations?,5,3,13,59,A,5,Lamentations (chapter count),Bible reference metadata,50,Bible books
emek_q834,9,Master,Bible Studies,Is 1 Corinthians part of the Old Testament or New Testament?,New Testament,59,13,3,A,New Testament,1 Corinthians; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q835,9,Master,Bible Studies,How many chapters are in the book of Leviticus?,3,13,59,27,D,27,Leviticus (chapter count),Bible reference metadata,50,Bible books
emek_q836,9,Master,Bible Studies,Is Judges part of the Old Testament or New Testament?,Old Testament,13,59,3,A,Old Testament,Judges; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q837,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 2 Chronicles?",3,14,13,59,B,14,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q838,9,Master,Bible Studies,Which broad literary section is Amos commonly placed in?,59,3,Minor Prophets,13,C,Minor Prophets,Introduction to Amos; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q839,9,Master,Bible Studies,Is Psalms part of the Old Testament or New Testament?,3,Old Testament,13,59,B,Old Testament,Psalms; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q840,9,Master,Bible Studies,How many chapters are in the book of Matthew?,3,28,13,59,B,28,Matthew (chapter count),Bible reference metadata,50,Bible books
emek_q841,9,Master,Bible Studies,Is Leviticus part of the Old Testament or New Testament?,3,13,59,Old Testament,D,Old Testament,Leviticus; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q842,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Matthew?",59,3,13,40,D,40,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q843,9,Master,Bible Studies,How many chapters are in the book of 2 Chronicles?,3,36,59,13,B,36,2 Chronicles (chapter count),Bible reference metadata,50,Bible books
emek_q844,9,Master,Bible Studies,How many chapters are in the book of Esther?,10,59,13,3,A,10,Esther (chapter count),Bible reference metadata,50,Bible books
emek_q845,9,Master,Bible Studies,Is Proverbs part of the Old Testament or New Testament?,59,Old Testament,3,13,B,Old Testament,Proverbs; Protestant biblical canon,Canonical metadata,50,Bible books
emek_q846,9,Master,Bible Studies,Which broad literary section is Exodus commonly placed in?,59,3,Pentateuch,13,C,Pentateuch,Introduction to Exodus; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q847,9,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 2 John?",3,63,13,59,B,63,"Protestant biblical canon, book order",Canonical metadata,50,Bible books
emek_q848,9,Master,Bible Studies,Which broad literary section is Mark commonly placed in?,59,3,Gospel,13,C,Gospel,Introduction to Mark; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q849,9,Master,Bible Studies,Which broad literary section is 1 Thessalonians commonly placed in?,13,3,Pauline Epistle,59,C,Pauline Epistle,Introduction to 1 Thessalonians; Protestant Bible classification,Bible reference metadata,50,Bible books
emek_q850,9,Master,Bible Studies,How many chapters are in the book of Daniel?,59,3,12,13,C,12,Daniel (chapter count),Bible reference metadata,50,Bible books
emek_q851,10,Master,Bible Studies,Is 1 John part of the Old Testament or New Testament?,New Testament,13,3,59,A,New Testament,1 John; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q852,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Daniel?",13,3,59,27,D,27,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q853,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Amos?",30,3,13,59,A,30,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q854,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Zephaniah?",3,59,36,13,C,36,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q855,10,Master,Bible Studies,Which broad literary section is James commonly placed in?,General Epistle,59,3,13,A,General Epistle,Introduction to James; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q856,10,Master,Bible Studies,Is James part of the Old Testament or New Testament?,3,59,13,New Testament,D,New Testament,James; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q857,10,Master,Bible Studies,How many chapters are in the book of Haggai?,2,59,13,3,A,2,Haggai (chapter count),Bible reference metadata,60,Bible books
emek_q858,10,Master,Bible Studies,Is 1 Peter part of the Old Testament or New Testament?,59,New Testament,13,3,B,New Testament,1 Peter; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q859,10,Master,Bible Studies,Which broad literary section is Ecclesiastes commonly placed in?,59,3,Wisdom,13,C,Wisdom,Introduction to Ecclesiastes; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q860,10,Master,Bible Studies,Which broad literary section is Ezekiel commonly placed in?,13,59,3,Major Prophets,D,Major Prophets,Introduction to Ezekiel; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q861,10,Master,Bible Studies,Which broad literary section is Ephesians commonly placed in?,13,3,Pauline Epistle,59,C,Pauline Epistle,Introduction to Ephesians; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q862,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Ezra?",13,59,3,15,D,15,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q863,10,Master,Bible Studies,Which broad literary section is Joel commonly placed in?,59,Minor Prophets,13,3,B,Minor Prophets,Introduction to Joel; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q864,10,Master,Bible Studies,Is Romans part of the Old Testament or New Testament?,59,3,New Testament,13,C,New Testament,Romans; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q865,10,Master,Bible Studies,Which broad literary section is 1 John commonly placed in?,59,13,General Epistle,3,C,General Epistle,Introduction to 1 John; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q866,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Obadiah?",3,13,59,31,D,31,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q867,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Judges?",13,3,7,59,C,7,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q868,10,Master,Bible Studies,How many chapters are in the book of Ezra?,59,10,3,13,B,10,Ezra (chapter count),Bible reference metadata,60,Bible books
emek_q869,10,Master,Bible Studies,Which broad literary section is Ezra commonly placed in?,13,59,Historical,3,C,Historical,Introduction to Ezra; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q870,10,Master,Bible Studies,Is Deuteronomy part of the Old Testament or New Testament?,59,Old Testament,13,3,B,Old Testament,Deuteronomy; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q871,10,Master,Bible Studies,How many chapters are in the book of 2 Corinthians?,59,Historical,13,3,C,13,2 Corinthians (chapter count),Bible reference metadata,60,Bible books
emek_q872,10,Master,Bible Studies,Which broad literary section is Proverbs commonly placed in?,59,13,3,Wisdom,D,Wisdom,Introduction to Proverbs; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q873,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Haggai?",37,13,59,3,A,37,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q874,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Lamentations?",25,59,13,3,A,25,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q875,10,Master,Bible Studies,How many chapters are in the book of Jonah?,59,13,4,3,C,4,Jonah (chapter count),Bible reference metadata,60,Bible books
emek_q876,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Mark?",59,13,41,3,C,41,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q877,10,Master,Bible Studies,How many chapters are in the book of Ephesians?,3,6,59,13,B,6,Ephesians (chapter count),Bible reference metadata,60,Bible books
emek_q878,10,Master,Bible Studies,Which broad literary section is Philemon commonly placed in?,59,3,Pauline Epistle,13,C,Pauline Epistle,Introduction to Philemon; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q879,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Hosea?",3,28,59,13,B,28,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q880,10,Master,Bible Studies,How many chapters are in the book of Genesis?,13,59,3,50,D,50,Genesis (chapter count),Bible reference metadata,60,Bible books
emek_q881,10,Master,Bible Studies,Is Philemon part of the Old Testament or New Testament?,59,3,New Testament,13,C,New Testament,Philemon; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q882,10,Master,Bible Studies,Is Acts part of the Old Testament or New Testament?,59,13,3,New Testament,D,New Testament,Acts; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q883,10,Master,Bible Studies,Is Jonah part of the Old Testament or New Testament?,59,13,3,Old Testament,D,Old Testament,Jonah; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q884,10,Master,Bible Studies,Which broad literary section is Job commonly placed in?,Wisdom,13,3,59,A,Wisdom,Introduction to Job; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q885,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 1 Thessalonians?",3,59,13,52,D,52,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q886,10,Master,Bible Studies,Which broad literary section is 2 Kings commonly placed in?,3,59,13,Historical,D,Historical,Introduction to 2 Kings; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q887,10,Master,Bible Studies,Which broad literary section is Romans commonly placed in?,3,59,Pauline Epistle,13,C,Pauline Epistle,Introduction to Romans; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q888,10,Master,Bible Studies,How many chapters are in the book of 1 Corinthians?,59,3,16,13,C,16,1 Corinthians (chapter count),Bible reference metadata,60,Bible books
emek_q889,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of John?",3,13,59,43,D,43,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q890,10,Master,Bible Studies,How many chapters are in the book of Mark?,13,59,3,16,D,16,Mark (chapter count),Bible reference metadata,60,Bible books
emek_q891,10,Master,Bible Studies,How many chapters are in the book of Psalms?,13,3,59,150,D,150,Psalms (chapter count),Bible reference metadata,60,Bible books
emek_q892,10,Master,Bible Studies,Is Ephesians part of the Old Testament or New Testament?,13,New Testament,59,3,B,New Testament,Ephesians; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q893,10,Master,Bible Studies,Is Numbers part of the Old Testament or New Testament?,3,13,Old Testament,59,C,Old Testament,Numbers; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q894,10,Master,Bible Studies,Which broad literary section is Obadiah commonly placed in?,Minor Prophets,13,3,59,A,Minor Prophets,Introduction to Obadiah; Protestant Bible classification,Bible reference metadata,60,Bible books
emek_q895,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of 1 Samuel?",59,3,13,9,D,9,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q896,10,Master,Bible Studies,How many chapters are in the book of Philippians?,3,59,13,4,D,4,Philippians (chapter count),Bible reference metadata,60,Bible books
emek_q897,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Joshua?",3,59,6,13,C,6,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q898,10,Master,Bible Studies,Is Isaiah part of the Old Testament or New Testament?,Old Testament,59,3,13,A,Old Testament,Isaiah; Protestant biblical canon,Canonical metadata,60,Bible books
emek_q899,10,Master,Bible Studies,"In the standard 66-book Protestant Bible, what is the canonical position of Nahum?",34,3,59,13,A,34,"Protestant biblical canon, book order",Canonical metadata,60,Bible books
emek_q900,10,Master,Bible Studies,Is Jude part of the Old Testament or New Testament?,3,59,13,New Testament,D,New Testament,Jude; Protestant biblical canon,Canonical metadata,60,Bible books
